train,10,8-10-VIRAT_S_010204_04_000646_000754,79,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/8-10-VIRAT_S_010204_04_000646_000754
train,10,36-10-VIRAT_S_010004_07_000729_000809,105,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/36-10-VIRAT_S_010004_07_000729_000809
train,10,23-10-VIRAT_S_050000_08_001235_001295,157,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/23-10-VIRAT_S_050000_08_001235_001295
train,10,4-10-VIRAT_S_010005_02_000177_000203,161,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/4-10-VIRAT_S_010005_02_000177_000203
train,10,146-10-VIRAT_S_050300_01_000148_000396,164,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/146-10-VIRAT_S_050300_01_000148_000396
train,10,153-10-VIRAT_S_050300_01_000148_000396,79,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/153-10-VIRAT_S_050300_01_000148_000396
train,10,16-10-VIRAT_S_010205_02_000301_000345,102,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/16-10-VIRAT_S_010205_02_000301_000345
train,10,51-10-VIRAT_S_010004_06_000547_000715,2,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/51-10-VIRAT_S_010004_06_000547_000715
train,10,36-10-VIRAT_S_050000_02_000404_000486,54,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/36-10-VIRAT_S_050000_02_000404_000486
train,10,40-10-VIRAT_S_040003_02_000197_000552,241,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/40-10-VIRAT_S_040003_02_000197_000552
train,10,39-10-VIRAT_S_040003_02_000197_000552,219,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/39-10-VIRAT_S_040003_02_000197_000552
train,10,0-10-VIRAT_S_010208_00_000000_000049,227,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/0-10-VIRAT_S_010208_00_000000_000049
train,10,6-10-VIRAT_S_010204_04_000646_000754,130,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/6-10-VIRAT_S_010204_04_000646_000754
train,10,68-10-VIRAT_S_010001_02_000195_000498,227,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/68-10-VIRAT_S_010001_02_000195_000498
train,10,123-10-VIRAT_S_050300_00_000000_000067,70,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/123-10-VIRAT_S_050300_00_000000_000067
train,10,25-10-VIRAT_S_010004_07_000729_000809,138,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/25-10-VIRAT_S_010004_07_000729_000809
train,10,30-10-VIRAT_S_050301_00_000000_000036,168,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/30-10-VIRAT_S_050301_00_000000_000036
test,10,74-10-VIRAT_S_050300_03_000726_000834,208,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/74-10-VIRAT_S_050300_03_000726_000834
test,10,7-10-VIRAT_S_010204_04_000646_000754,111,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/7-10-VIRAT_S_010204_04_000646_000754
test,10,18-10-VIRAT_S_010114_01_000235_000311,369,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/18-10-VIRAT_S_010114_01_000235_000311
test,10,122-10-VIRAT_S_050300_00_000000_000067,642,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/122-10-VIRAT_S_050300_00_000000_000067
test,10,30-10-VIRAT_S_050000_08_001235_001295,80,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/10/30-10-VIRAT_S_050000_08_001235_001295
train,11,5-11-VIRAT_S_010000_07_000827_000860,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/5-11-VIRAT_S_010000_07_000827_000860
train,11,14-11-VIRAT_S_010208_06_000671_000744,56,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/14-11-VIRAT_S_010208_06_000671_000744
train,11,46-11-VIRAT_S_010001_01_000071_000167,85,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/46-11-VIRAT_S_010001_01_000071_000167
train,11,74-11-VIRAT_S_010001_02_000195_000498,66,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/74-11-VIRAT_S_010001_02_000195_000498
train,11,41-11-VIRAT_S_010003_12_001009_001057,35,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/41-11-VIRAT_S_010003_12_001009_001057
train,11,2-11-VIRAT_S_010002_02_000174_000204,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/2-11-VIRAT_S_010002_02_000174_000204
train,11,24-11-VIRAT_S_010005_07_000535_000584,94,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/24-11-VIRAT_S_010005_07_000535_000584
train,11,2-11-VIRAT_S_010003_11_000956_000982,85,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/2-11-VIRAT_S_010003_11_000956_000982
train,11,3-11-VIRAT_S_010205_04_000545_000576,125,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/3-11-VIRAT_S_010205_04_000545_000576
train,11,7-11-VIRAT_S_010002_00_000012_000120,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/7-11-VIRAT_S_010002_00_000012_000120
train,11,55-11-VIRAT_S_010003_00_000000_000108,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/55-11-VIRAT_S_010003_00_000000_000108
train,11,0-11-VIRAT_S_010005_08_000647_000693,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/0-11-VIRAT_S_010005_08_000647_000693
train,11,6-11-VIRAT_S_010000_04_000530_000605,76,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/6-11-VIRAT_S_010000_04_000530_000605
train,11,63-11-VIRAT_S_010003_00_000000_000108,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/63-11-VIRAT_S_010003_00_000000_000108
train,11,103-11-VIRAT_S_000102,59,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/103-11-VIRAT_S_000102
train,11,28-11-VIRAT_S_010003_09_000779_000861,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/28-11-VIRAT_S_010003_09_000779_000861
train,11,27-11-VIRAT_S_000101,190,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/27-11-VIRAT_S_000101
train,11,80-11-VIRAT_S_000102,133,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/80-11-VIRAT_S_000102
train,11,4-11-VIRAT_S_010003_02_000165_000202,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/4-11-VIRAT_S_010003_02_000165_000202
train,11,7-11-VIRAT_S_010201_02_000167_000197,158,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/7-11-VIRAT_S_010201_02_000167_000197
train,11,2-11-VIRAT_S_010206_03_000546_000580,97,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/2-11-VIRAT_S_010206_03_000546_000580
train,11,24-11-VIRAT_S_010004_08_000811_000920,69,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/24-11-VIRAT_S_010004_08_000811_000920
train,11,26-11-VIRAT_S_010000_00_000000_000165,73,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/26-11-VIRAT_S_010000_00_000000_000165
train,11,5-11-VIRAT_S_010001_04_000583_000646,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/5-11-VIRAT_S_010001_04_000583_000646
train,11,10-11-VIRAT_S_010201_01_000125_000152,116,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/10-11-VIRAT_S_010201_01_000125_000152
train,11,23-11-VIRAT_S_010005_07_000535_000584,51,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/23-11-VIRAT_S_010005_07_000535_000584
train,11,36-11-VIRAT_S_010203_00_000047_000139,88,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/36-11-VIRAT_S_010203_00_000047_000139
train,11,27-11-VIRAT_S_010005_01_000085_000164,58,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/27-11-VIRAT_S_010005_01_000085_000164
train,11,2-11-VIRAT_S_010200_10_000923_000959,319,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/2-11-VIRAT_S_010200_10_000923_000959
train,11,3-11-VIRAT_S_010003_08_000739_000778,63,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/3-11-VIRAT_S_010003_08_000739_000778
train,11,94-11-VIRAT_S_000102,59,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/94-11-VIRAT_S_000102
train,11,25-11-VIRAT_S_000101,85,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/25-11-VIRAT_S_000101
train,11,49-11-VIRAT_S_010200_07_000748_000837,91,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/49-11-VIRAT_S_010200_07_000748_000837
train,11,2-11-VIRAT_S_010001_00_000019_000065,85,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/2-11-VIRAT_S_010001_00_000019_000065
train,11,7-11-VIRAT_S_010001_09_000921_000952,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/7-11-VIRAT_S_010001_09_000921_000952
train,11,39-11-VIRAT_S_010000_01_000184_000324,83,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/39-11-VIRAT_S_010000_01_000184_000324
train,11,13-11-VIRAT_S_010204_06_000913_000939,65,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/13-11-VIRAT_S_010204_06_000913_000939
train,11,75-11-VIRAT_S_010001_02_000195_000498,87,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/75-11-VIRAT_S_010001_02_000195_000498
train,11,39-11-VIRAT_S_010003_12_001009_001057,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/39-11-VIRAT_S_010003_12_001009_001057
train,11,62-11-VIRAT_S_010003_00_000000_000108,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/62-11-VIRAT_S_010003_00_000000_000108
train,11,14-11-VIRAT_S_010001_07_000741_000810,64,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/14-11-VIRAT_S_010001_07_000741_000810
train,11,54-11-VIRAT_S_010001_02_000195_000498,55,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/54-11-VIRAT_S_010001_02_000195_000498
train,11,39-11-VIRAT_S_010201_03_000270_000359,83,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/39-11-VIRAT_S_010201_03_000270_000359
train,11,26-11-VIRAT_S_010004_07_000729_000809,87,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/26-11-VIRAT_S_010004_07_000729_000809
train,11,10-11-VIRAT_S_010001_10_000962_001005,75,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/10-11-VIRAT_S_010001_10_000962_001005
train,11,9-11-VIRAT_S_010201_00_000000_000053,124,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/9-11-VIRAT_S_010201_00_000000_000053
train,11,55-11-VIRAT_S_010001_02_000195_000498,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/55-11-VIRAT_S_010001_02_000195_000498
train,11,12-11-VIRAT_S_010207_10_001549_001596,142,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/12-11-VIRAT_S_010207_10_001549_001596
train,11,22-11-VIRAT_S_010004_08_000811_000920,148,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/22-11-VIRAT_S_010004_08_000811_000920
train,11,96-11-VIRAT_S_000102,79,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/96-11-VIRAT_S_000102
train,11,5-11-VIRAT_S_010207_02_000790_000816,82,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/5-11-VIRAT_S_010207_02_000790_000816
train,11,65-11-VIRAT_S_010001_02_000195_000498,60,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/65-11-VIRAT_S_010001_02_000195_000498
train,11,5-11-VIRAT_S_010001_09_000921_000952,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/5-11-VIRAT_S_010001_09_000921_000952
train,11,67-11-VIRAT_S_010003_00_000000_000108,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/67-11-VIRAT_S_010003_00_000000_000108
train,11,68-11-VIRAT_S_010003_00_000000_000108,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/68-11-VIRAT_S_010003_00_000000_000108
train,11,3-11-VIRAT_S_010003_11_000956_000982,66,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/3-11-VIRAT_S_010003_11_000956_000982
train,11,2-11-VIRAT_S_010002_00_000012_000120,60,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/2-11-VIRAT_S_010002_00_000012_000120
train,11,7-11-VIRAT_S_010000_04_000530_000605,65,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/7-11-VIRAT_S_010000_04_000530_000605
train,11,69-11-VIRAT_S_010001_02_000195_000498,74,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/69-11-VIRAT_S_010001_02_000195_000498
train,11,1-11-VIRAT_S_010005_08_000647_000693,83,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/1-11-VIRAT_S_010005_08_000647_000693
train,11,0-11-VIRAT_S_010002_00_000012_000120,108,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/0-11-VIRAT_S_010002_00_000012_000120
train,11,6-11-VIRAT_S_010001_04_000583_000646,108,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/6-11-VIRAT_S_010001_04_000583_000646
train,11,5-11-VIRAT_S_010000_04_000530_000605,83,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/5-11-VIRAT_S_010000_04_000530_000605
train,11,0-11-VIRAT_S_010206_03_000546_000580,105,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/0-11-VIRAT_S_010206_03_000546_000580
train,11,0-11-VIRAT_S_010207_07_001195_001260,68,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/0-11-VIRAT_S_010207_07_001195_001260
train,11,61-11-VIRAT_S_010001_02_000195_000498,80,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/61-11-VIRAT_S_010001_02_000195_000498
train,11,2-11-VIRAT_S_010003_10_000901_000934,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/2-11-VIRAT_S_010003_10_000901_000934
train,11,11-11-VIRAT_S_010001_10_000962_001005,52,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/11-11-VIRAT_S_010001_10_000962_001005
train,11,6-11-VIRAT_S_010001_09_000921_000952,83,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/6-11-VIRAT_S_010001_09_000921_000952
train,11,9-11-VIRAT_S_010207_10_001549_001596,142,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/9-11-VIRAT_S_010207_10_001549_001596
train,11,4-11-VIRAT_S_010003_08_000739_000778,49,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/4-11-VIRAT_S_010003_08_000739_000778
train,11,66-11-VIRAT_S_000102,96,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/66-11-VIRAT_S_000102
train,11,7-11-VIRAT_S_010206_00_000007_000035,69,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/7-11-VIRAT_S_010206_00_000007_000035
train,11,71-11-VIRAT_S_010200_03_000470_000567,98,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/71-11-VIRAT_S_010200_03_000470_000567
train,11,20-11-VIRAT_S_010203_04_000457_000511,54,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/20-11-VIRAT_S_010203_04_000457_000511
train,11,59-11-VIRAT_S_010003_00_000000_000108,72,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/59-11-VIRAT_S_010003_00_000000_000108
train,11,1-11-VIRAT_S_010002_02_000174_000204,95,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/1-11-VIRAT_S_010002_02_000174_000204
train,11,14-11-VIRAT_S_010001_08_000826_000893,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/14-11-VIRAT_S_010001_08_000826_000893
train,11,22-11-VIRAT_S_010004_02_000191_000237,61,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/22-11-VIRAT_S_010004_02_000191_000237
train,11,66-11-VIRAT_S_010003_00_000000_000108,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/66-11-VIRAT_S_010003_00_000000_000108
train,11,61-11-VIRAT_S_010003_00_000000_000108,50,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/61-11-VIRAT_S_010003_00_000000_000108
train,11,5-11-VIRAT_S_010204_04_000646_000754,80,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/5-11-VIRAT_S_010204_04_000646_000754
train,11,52-11-VIRAT_S_010200_07_000748_000837,77,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/52-11-VIRAT_S_010200_07_000748_000837
train,11,13-11-VIRAT_S_010200_05_000658_000700,130,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/13-11-VIRAT_S_010200_05_000658_000700
train,11,0-11-VIRAT_S_010207_06_001064_001097,84,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/0-11-VIRAT_S_010207_06_001064_001097
train,11,5-11-VIRAT_S_010202_02_000161_000189,91,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/5-11-VIRAT_S_010202_02_000161_000189
train,11,17-11-VIRAT_S_010001_07_000741_000810,69,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/17-11-VIRAT_S_010001_07_000741_000810
train,11,60-11-VIRAT_S_010003_00_000000_000108,47,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/60-11-VIRAT_S_010003_00_000000_000108
train,11,82-11-VIRAT_S_010003_00_000000_000108,126,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/82-11-VIRAT_S_010003_00_000000_000108
train,11,95-11-VIRAT_S_000102,59,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/95-11-VIRAT_S_000102
train,11,3-11-VIRAT_S_010002_00_000012_000120,76,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/3-11-VIRAT_S_010002_00_000012_000120
train,11,11-11-VIRAT_S_010206_04_000720_000767,74,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/11-11-VIRAT_S_010206_04_000720_000767
train,11,21-11-VIRAT_S_010005_03_000215_000270,56,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/21-11-VIRAT_S_010005_03_000215_000270
train,11,108-11-VIRAT_S_000102,158,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/108-11-VIRAT_S_000102
train,11,23-11-VIRAT_S_010004_08_000811_000920,67,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/23-11-VIRAT_S_010004_08_000811_000920
train,11,37-11-VIRAT_S_010000_01_000184_000324,64,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/37-11-VIRAT_S_010000_01_000184_000324
train,11,4-11-VIRAT_S_010201_05_000499_000527,75,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/4-11-VIRAT_S_010201_05_000499_000527
train,11,38-11-VIRAT_S_010204_01_000072_000225,56,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/38-11-VIRAT_S_010204_01_000072_000225
train,11,22-11-VIRAT_S_010005_07_000535_000584,78,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/22-11-VIRAT_S_010005_07_000535_000584
train,11,13-11-VIRAT_S_010207_10_001549_001596,142,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/13-11-VIRAT_S_010207_10_001549_001596
train,11,7-11-VIRAT_S_010001_00_000019_000065,77,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/7-11-VIRAT_S_010001_00_000019_000065
train,11,5-11-VIRAT_S_010003_02_000165_000202,90,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/5-11-VIRAT_S_010003_02_000165_000202
train,11,42-11-VIRAT_S_010001_01_000071_000167,67,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/42-11-VIRAT_S_010001_01_000071_000167
train,11,16-11-VIRAT_S_010200_05_000658_000700,130,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/16-11-VIRAT_S_010200_05_000658_000700
train,11,2-11-VIRAT_S_010200_02_000349_000398,171,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/2-11-VIRAT_S_010200_02_000349_000398
train,11,2-11-VIRAT_S_010206_02_000414_000439,63,/media/grupoavatar/DATOS/ VIRAT Ground Dataset/videos_cropped_categorized2/11/2-11-VIRAT_S_010206_02_000414_000439
